src_ip:dst_ip:src_vm:src_security_groups:port
10.197.52.122:78.62.132.20::outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.197.53.69:65.182.224.60::outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.197.52.163:173.255.140.30::outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.197.17.141:204.79.197.200:::443 [https]
10.199.18.86:192.111.144.114::outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.197.17.34:34.208.173.126:::443 [https]
10.197.52.52:162.221.74.15:::123 [ntp]
10.197.17.34:52.84.230.197:::443 [https]
10.196.74.19:96.244.96.19:::123 [ntp]
10.197.17.236:46.19.96.19::SG-Read-Only-VCs:123 [ntp]
10.197.17.58:216.228.192.51:::123 [ntp]
10.197.53.96:208.76.53.137::outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.197.53.135:204.2.134.162::Dark-Environment:123 [ntp]
10.197.52.154:52.88.53.101::SG-Read-Only-VCs,Dark-Environment:443 [https]
10.197.52.152:138.68.46.177::Dark-Environment:123 [ntp]
10.197.52.36:162.213.2.253::Dark-Environment:123 [ntp]
10.197.52.36:96.244.96.19::Dark-Environment:123 [ntp]
10.197.52.156:74.117.214.2::Dark-Environment:123 [ntp]
10.197.52.155:52.88.53.101::Dark-Environment:443 [https]
10.197.52.156:35.166.179.139::Dark-Environment:443 [https]
10.197.52.36:172.98.77.203::Dark-Environment:123 [ntp]
10.197.52.37:192.241.146.233::Dark-Environment:123 [ntp]
10.197.52.156:52.88.53.101::Dark-Environment:443 [https]
10.197.52.151:35.166.179.139::Dark-Environment:443 [https]
10.197.52.151:52.88.53.101::Dark-Environment:443 [https]
10.197.52.152:35.166.179.139::Dark-Environment:443 [https]
10.197.52.36:35.239.70.25::Dark-Environment:123 [ntp]
10.197.52.153:52.88.53.101::Dark-Environment:443 [https]
10.197.53.91:173.255.206.154::SG-Read-Only-VCs,Dark-Environment:123 [ntp]
10.197.17.10:199.102.46.74::outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.197.17.58:107.172.97.205:::123 [ntp]
10.197.53.65:69.164.198.192:nd21-tenant1-proxy1:outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.199.18.96:107.191.50.162::SG-Read-Only-VCs:123 [ntp]
10.197.52.62:192.111.144.114::Dark-Environment:123 [ntp]
10.197.52.62:208.75.88.4::Dark-Environment:123 [ntp]
10.197.53.116:54.239.29.8:pnamdeokumbh-3839hzn3p1c-COL-10.197.53.116Dark-Environment:Dark-Environment:443 [https]
10.196.167.60:74.82.59.150:Test-2Dark-Environment:outlier-sg-3,Dark-Environment:123 [ntp]
10.197.53.114:45.76.244.193:pnamdeokumbh-3839hzn3p1c-CS-P2-10.197.53.114Dark-Environment:Dark-Environment:123 [ntp]
10.197.53.113:35.166.179.139:pnamdeokumbh-3839hzn3p1c-CS-P1-10.197.53.113Dark-Environment:Dark-Environment:443 [https]
10.197.52.160:198.60.22.240:pnamdeokumbh-38hzn4p1c-CS-P4-10.197.52.160Dark-Environment:Dark-Environment:123 [ntp]
10.199.18.14:216.239.32.21:parimal-COL-10.199.18.14Dark-Environment:Dark-Environment:80 [http]
10.197.53.116:45.76.244.202:pnamdeokumbh-3839hzn3p1c-COL-10.197.53.116Dark-Environment:Dark-Environment:123 [ntp]
10.197.53.116:54.240.253.45:pnamdeokumbh-3839hzn3p1c-COL-10.197.53.116Dark-Environment:Dark-Environment:443 [https]
10.197.53.116:52.95.88.14:pnamdeokumbh-3839hzn3p1c-COL-10.197.53.116Dark-Environment:Dark-Environment:443 [https]
10.197.52.62:142.147.92.5::Dark-Environment:123 [ntp]
10.199.18.15:74.122.204.3:::123 [ntp]
10.197.53.61:199.102.46.76::outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.199.18.29:208.67.72.43:::123 [ntp]
10.197.17.6:207.244.103.95:rahul_test::123 [ntp]
10.197.17.95:69.10.161.7:::123 [ntp]
10.199.18.65:65.182.224.60::outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.199.18.17:192.241.146.233:parimalj-3.9_Cluster_Upgrade_Setup-CS-P1-10.199.18.17::123 [ntp]
10.199.18.84:174.136.103.130:::123 [ntp]
10.197.17.34:172.217.164.110:::443 [https]
10.197.52.160:35.166.179.139:pnamdeokumbh-38hzn4p1c-CS-P4-10.197.52.160Dark-Environment:Dark-Environment:443 [https]
10.197.53.114:52.88.53.101:pnamdeokumbh-3839hzn3p1c-CS-P2-10.197.53.114Dark-Environment:Dark-Environment:443 [https]
10.196.167.171:99.84.239.60:Rbade-Windows-VM:outlier-sg-3:443 [https]
10.196.167.133:173.71.69.215:sbhagwat-AUDIT_LOG-CS-P1-10.196.167.133:outlier-sg-3:123 [ntp]
10.199.18.58:172.98.193.44:Sourabh_vrini_4.0.0-proxy:outlier-sg-1 [dy-platform-in-name],outlier-sg-2 [dy-proxy-in-name]:123 [ntp]
10.196.167.136:199.102.46.79:sbhagwat-AUDIT_LOG-CS-10.196.167.136:outlier-sg-3:123 [ntp]
10.197.17.31:40.79.67.176:::443 [https]
10.197.52.37:74.6.168.72::Dark-Environment:123 [ntp]
10.197.52.153:69.197.188.178::Dark-Environment:123 [ntp]
10.197.52.155:66.135.44.92::Dark-Environment:123 [ntp]
10.197.52.155:35.166.179.139::Dark-Environment:443 [https]
10.197.52.156:206.55.191.142::Dark-Environment:123 [ntp]
10.197.53.115:216.229.0.49:pnamdeokumbh-3839hzn3p1c-CS-P3-10.197.53.115Dark-Environment:Dark-Environment:123 [ntp]
10.197.53.116:52.46.192.128:pnamdeokumbh-3839hzn3p1c-COL-10.197.53.116Dark-Environment:Dark-Environment:443 [https]
10.197.53.116:52.94.48.63:pnamdeokumbh-3839hzn3p1c-COL-10.197.53.116Dark-Environment:Dark-Environment:443 [https]
10.197.53.116:54.239.39.130:pnamdeokumbh-3839hzn3p1c-COL-10.197.53.116Dark-Environment:Dark-Environment:443 [https]
10.197.53.116:52.95.35.57:pnamdeokumbh-3839hzn3p1c-COL-10.197.53.116Dark-Environment:Dark-Environment:443 [https]
10.196.167.60:208.67.72.43:Test-2Dark-Environment:outlier-sg-3,Dark-Environment:123 [ntp]
10.197.53.115:69.195.159.158:pnamdeokumbh-3839hzn3p1c-CS-P3-10.197.53.115Dark-Environment:Dark-Environment:123 [ntp]
10.197.53.114:198.50.238.156:pnamdeokumbh-3839hzn3p1c-CS-P2-10.197.53.114Dark-Environment:Dark-Environment:123 [ntp]
10.197.52.160:206.55.191.142:pnamdeokumbh-38hzn4p1c-CS-P4-10.197.52.160Dark-Environment:Dark-Environment:123 [ntp]
10.197.52.160:45.33.84.208:pnamdeokumbh-38hzn4p1c-CS-P4-10.197.52.160Dark-Environment:Dark-Environment:123 [ntp]
10.197.53.114:184.105.182.15:pnamdeokumbh-3839hzn3p1c-CS-P2-10.197.53.114Dark-Environment:Dark-Environment:123 [ntp]
10.197.52.167:35.166.179.139:pnamdeokumbh-38hzn4p1c-COL-10.197.52.167Dark-Environment:Dark-Environment:443 [https]
10.199.18.13:216.239.36.21:parimal-CS-10.199.18.13Dark-Environment:Dark-Environment:80 [http]
10.197.52.160:142.147.92.5:pnamdeokumbh-38hzn4p1c-CS-P4-10.197.52.160Dark-Environment:Dark-Environment:123 [ntp]
10.197.53.113:45.76.244.202:pnamdeokumbh-3839hzn3p1c-CS-P1-10.197.53.113Dark-Environment:Dark-Environment:123 [ntp]
10.197.52.159:198.60.22.240:pnamdeokumbh-38hzn4p1c-CS-P3-10.197.52.159Dark-Environment:Dark-Environment:123 [ntp]
10.197.52.160:45.56.118.161:pnamdeokumbh-38hzn4p1c-CS-P4-10.197.52.160Dark-Environment:Dark-Environment:123 [ntp]
10.197.53.114:69.89.207.199:pnamdeokumbh-3839hzn3p1c-CS-P2-10.197.53.114Dark-Environment:Dark-Environment:123 [ntp]
10.197.52.159:208.75.88.4:pnamdeokumbh-38hzn4p1c-CS-P3-10.197.52.159Dark-Environment:Dark-Environment:123 [ntp]
